STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
       4931;20060501;20060531;   10;  5.77;  13.87;   18.94;    8.52;    2.45;  24.0;  21.3;   3.8; 197.30;    9;   100.9;   22.8;eor
       4931;20060601;20060630;   10;  4.14;  17.86;   23.57;   11.55;    2.00;  32.0;  17.9;   3.3; 289.70;    9;    31.0;    9.6;eor
       4931;20060701;20060731;   10;  3.35;  22.53;   29.02;   16.02;    2.00;  33.9;  27.1;  13.1; 330.70;    9;   121.2;   46.5;eor
       4931;20060801;20060831;   10;  6.09;  15.46;   20.07;   11.67;    2.26;  26.1;  16.3;   6.4; 133.10;    9;   121.9;   21.8;eor
       4931;20060901;20060930;   10;  4.58;  17.13;   22.74;   11.72;    1.80;  28.1;  15.1;   7.0; 204.30;    9;    64.4;   34.3;eor
       4931;20061001;20061031;   10;  5.04;  12.50;   17.87;    7.44;    1.77;  23.3;  20.9;   1.1; 150.30;    9;    71.0;   26.3;eor
       4931;20061101;20061130;   10;  5.91;   7.14;   11.45;    2.63;    2.07;  17.5;  18.1;  -2.5;  97.90;    9;    23.4;    5.7;eor
       4931;20061201;20061231;   10;  5.26;   3.43;    7.56;   -0.28;    1.90;  15.2;  16.8;  -6.6; 111.90;    9;    23.4;    6.5;eor
       4931;20070101;20070131;   10;  6.56;   4.78;    7.47;    1.38;    2.90;  15.1;  25.7; -10.7;  49.90;    9;    45.2;   11.1;eor
       4931;20070201;20070228;   10;  5.86;   4.93;    9.01;    0.89;    2.21;  15.5;  20.5;  -3.7;  97.70;    9;    66.0;   12.7;eor
       4931;20070301;20070331;   10;  4.73;   6.04;   10.93;    1.15;    2.35;  16.4;  25.3;  -2.3; 158.10;    9;    63.4;   13.4;eor
       4931;20070401;20070430;   10;  2.69;  13.23;   20.25;    5.54;    2.13;  25.7;  14.9;  -0.6; 345.70;    9;     0.4;    0.4;eor
       4931;20070501;20070531;   10;  5.24;  15.24;   20.56;    9.60;    2.52;  29.5;  20.0;   5.1; 217.50;    9;   127.3;   27.0;eor
       4931;20070601;20070630;   10;  5.18;  17.86;   23.13;   12.95;    2.20;  28.3;  22.4;   9.2; 229.20;    9;   163.7;   26.8;eor
       4931;20070701;20070731;   10;  5.29;  18.17;   23.34;   13.06;    2.35;  34.5;  19.8;   9.2; 219.40;    9;    77.6;   10.9;eor
       4931;20070801;20070831;   10;  4.91;  17.57;   22.52;   12.59;    2.03;  31.2;  15.0;   8.2; 209.10;    9;    49.6;   12.9;eor
       4931;20070901;20070930;   10;  4.94;  12.84;   18.06;    7.58;    1.97;  25.6;  14.7;   2.4; 150.00;    9;    45.0;   16.6;eor
       4931;20071001;20071031;   10;  5.14;   9.03;   13.90;    4.35;    1.81;  24.4;  16.0;  -1.7; 136.20;    9;    10.1;    2.9;eor
       4931;20071101;20071130;   10;  6.41;   3.37;    6.51;    0.43;    2.30;  12.8;  20.4;  -4.9;  64.10;    9;    74.4;   20.4;eor
       4931;20071201;20071231;   10;  5.18;   0.74;    4.25;   -2.56;    2.26;  13.1;  20.1; -10.5;  93.40;    9;    45.5;   10.3;eor
       4931;20080101;20080131;   10;  5.99;   3.47;    7.26;   -0.76;    2.13;  11.9;  20.8;  -5.5;  84.70;    9;    39.2;   10.1;eor
       4931;20080201;20080229;   10;  3.93;   3.96;    9.85;   -1.66;    2.21;  20.5;  22.3;  -8.2; 173.50;    9;    18.6;    5.6;eor
       4931;20080301;20080331;   10;  6.07;   5.06;    8.81;    0.83;    2.90;  22.1;  27.8;  -6.9; 118.50;    9;    50.1;    8.9;eor
       4931;20080401;20080430;   10;  6.46;   8.44;   12.98;    4.08;    2.30;  21.7;  18.1;  -3.0; 116.80;    9;    73.3;   11.0;eor
       4931;20080501;20080531;   10;  4.48;  15.62;   21.21;    9.79;    2.16;  29.9;  15.3;   4.8; 257.40;    9;    85.3;   26.9;eor
       4931;20080601;20080630;   10;  5.44;  17.90;   23.01;   13.08;    2.10;  31.2;  16.8;   6.4; 203.00;    9;   126.2;   25.5;eor
       4931;20080701;20080731;   10;  4.91;  18.65;   24.19;   13.19;    2.13;  30.7;  15.4;   8.7; 234.60;    9;    69.0;   16.7;eor
       4931;20080801;20080831;   10;  5.03;  17.90;   23.24;   12.72;    1.97;  31.4;  16.9;   7.9; 210.20;    9;    82.9;   26.0;eor
       4931;20080901;20080930;   10;  5.76;  12.60;   17.26;    8.03;    1.90;  26.5;  13.4;   2.0; 123.90;    9;    46.5;   14.2;eor
       4931;20081001;20081031;   10;  5.80;   9.47;   14.18;    5.03;    1.74;  21.1;  17.5;  -1.1; 117.00;    9;    85.8;   19.4;eor
       4931;20081101;20081130;   10;  6.05;   4.84;    8.69;    1.05;    1.73;  17.6;  20.5;  -6.2;  79.10;    9;    24.1;   15.6;eor
       4931;20081201;20081231;   10;  6.20;   0.91;    3.36;   -1.78;    1.90;   9.3;  16.3;  -9.0;  58.30;    9;    30.0;    5.2;eor
       4931;20090101;20090131;   10;  4.79;  -2.30;    1.68;   -6.02;    1.65;   9.2;  23.7; -14.9; 119.60;    9;    21.2;   11.0;eor
       4931;20090201;20090228;   10;  6.45;   0.74;    4.00;   -2.74;    2.04;  12.9;  25.4; -11.6;  60.30;    9;    34.1;    7.7;eor
       4931;20090301;20090331;   10;  6.21;   4.72;    8.40;    0.75;    2.35;  14.9;  20.8;  -5.8;  88.60;    9;    65.5;   14.6;eor
       4931;20090401;20090430;   10;  4.60;  12.19;   18.04;    5.97;    1.97;  23.2;  13.9;   1.3; 192.40;    9;    35.3;   11.5;eor
       4931;20090501;20090531;   10;  5.00;  15.19;   20.95;    9.44;    1.97;  30.3;  21.5;   1.1; 217.50;    9;   128.5;   18.4;eor
       4931;20090601;20090630;   10;  5.28;  16.48;   21.27;   11.24;    2.17;  28.0;  17.5;   8.0; 226.70;    9;    93.3;   29.1;eor
       4931;20090701;20090731;   10;  5.11;  18.80;   24.19;   13.60;    1.94;  30.4;  20.6;   9.6; 217.40;    9;   126.0;   37.0;eor
       4931;20090801;20090831;   10;  3.84;  19.61;   25.69;   13.58;    1.68;  33.8;  19.4;   6.4; 277.20;    9;    73.1;   28.6;eor
       4931;20090901;20090930;   10;  4.72;  15.48;   20.72;   10.21;    1.73;  31.6;  16.7;   6.6; 178.00;    9;    16.1;    6.8;eor
       4931;20091001;20091031;   10;  5.75;   9.05;   13.26;    4.64;    1.81;  26.8;  15.3;  -2.7;  97.50;    9;    55.1;   17.4;eor
       4931;20091101;20091130;   10;  5.89;   7.04;   11.18;    2.87;    1.70;  17.7;  19.3;  -4.4;  78.90;    9;    65.3;   16.4;eor
       4931;20091201;20091231;   10;  6.56;   1.28;    4.37;   -2.07;    1.94;  11.0;  17.5; -15.4;  60.50;    9;    53.1;    9.6;eor
       4931;20100101;20100131;   10;  7.01;  -2.14;    0.16;   -4.89;    1.77;   6.4;  11.8; -10.7;  41.00;    9;    32.9;    8.5;eor
       4931;20100201;20100228;   10;  6.78;   1.17;    4.39;   -1.93;    2.00;  15.4;  26.4; -10.5;  60.80;    9;    30.0;    4.1;eor
       4931;20100301;20100331;   10;  5.87;   4.82;    9.55;    0.22;    2.42;  22.2;  20.0; -12.7; 154.20;    9;    29.4;    7.6;eor
       4931;20100401;20100430;   10;  4.55;   9.96;   15.59;    3.50;    2.00;  26.8;  15.6;  -2.9; 213.60;    9;     8.6;    2.8;eor
       4931;20100501;20100531;   10;  6.42;  11.60;   15.36;    7.86;    2.06;  26.5;  18.0;   2.2; 104.60;    9;    87.1;   22.9;eor
       4931;20100601;20100630;   10;  5.04;  17.50;   22.41;   12.09;    1.93;  31.1;  17.3;   6.4; 218.90;    9;    55.0;   30.3;eor
       4931;20100701;20100731;   10;  4.36;  20.83;   26.48;   14.82;    1.81;  34.6;  20.2;   9.2; 291.20;    9;    96.9;   24.0;eor
       4931;20100801;20100831;   10;  5.68;  17.45;   21.90;   12.84;    1.97;  30.2;  14.1;   7.5; 163.10;    9;    82.1;   15.6;eor
       4931;20100901;20100930;   10;  5.07;  12.89;   17.93;    7.64;    1.77;  24.9;  16.9;   2.5; 173.30;    9;    50.6;   16.7;eor
       4931;20101001;20101031;   10;  5.44;   8.33;   13.40;    3.59;    1.68;  22.9;  11.7;  -3.7; 128.90;    9;    24.8;    6.2;eor
       4931;20101101;20101130;   10;  6.73;   5.53;    8.51;    2.37;    2.00;  19.4;  18.5;  -7.6;  63.10;    9;    62.3;   11.8;eor
       4931;20101201;20101231;   10;  7.23;  -1.97;    0.56;   -4.88;    1.77;   8.8;  17.7; -14.9;  36.70;    9;    80.2;   20.2;eor
       4931;20110101;20110131;   10;  6.49;   1.24;    3.87;   -1.76;    1.87;  13.1;  12.6; -13.0;  54.00;    9;    34.9;    7.3;eor
       4931;20110201;20110228;   10;  6.29;   2.53;    6.40;   -1.08;    1.57;  15.2;  10.2;  -8.6;  72.30;    9;     8.2;    2.9;eor
       4931;20110301;20110331;   10;  4.06;   6.61;   12.23;    0.84;    2.03;  20.1;  15.6;  -5.6; 194.10;    9;    22.3;    4.2;eor
       4931;20110401;20110430;   10;  3.83;  12.51;   18.89;    5.47;    2.00;  25.3;  18.0;   0.8; 270.90;    9;    32.7;    9.3;eor
       4931;20110501;20110531;   10;  4.76;  15.13;   21.39;    8.06;    1.94;  29.5;  16.6;   0.0; 290.50;    9;    39.1;    9.8;eor
       4931;20110601;20110630;   10;  5.85;  17.47;   22.41;   12.50;    1.97;  31.4;  18.7;   9.1; 188.40;    9;    83.1;   24.4;eor
       4931;20110701;20110731;   10;  5.58;  16.82;   21.90;   11.93;    2.00;  29.9;  21.3;   7.5; 194.80;    9;   117.5;   44.4;eor
       4931;20110801;20110831;   10;  4.60;  19.36;   25.15;   13.84;    1.74;  34.4;  16.4;   7.8; 239.20;    9;    57.5;   17.7;eor
       4931;20110901;20110930;   10;  4.36;  16.60;   22.69;   10.85;    1.47;  29.5;  14.5;   6.2; 222.90;    9;    25.5;    9.5;eor
       4931;20111001;20111031;   10;  4.13;   9.76;   15.55;    4.62;    1.74;  25.3;  14.6;  -3.2; 182.30;    9;    44.4;   10.5;eor
       4931;20111101;20111130;   10;  4.72;   4.41;    9.54;    0.15;    1.10;  15.8;   9.0;  -5.7; 138.70;    9;     0.6;    0.5;eor
       4931;20111201;20111231;   10;  6.69;   4.27;    7.08;    1.33;    2.45;  12.8;  23.4;  -3.2;  32.00;    9;   103.2;   16.4;eor
       4931;20120101;20120131;   10;  6.04;   2.52;    5.39;   -0.38;    2.42;  12.2;  22.7;  -7.2;  66.70;    9;    59.3;   14.2;eor
       4931;20120201;20120229;   10;  5.10;  -2.44;    1.08;   -5.93;    2.07;  13.5;  17.7; -16.6; 109.30;    9;     8.7;    2.2;eor
       4931;20120301;20120331;   10;  4.04;   8.06;   13.69;    2.34;    1.94;  22.2;  15.2;  -2.2; 205.40;    9;    10.9;    4.7;eor
       4931;20120401;20120430;   10;  5.70;   9.19;   13.97;    3.80;    1.97;  29.8;  14.6;  -2.2; 145.60;    9;    53.8;   11.4;eor
       4931;20120501;20120531;   10;  4.87;  15.36;   21.04;    9.23;    2.06;  30.6;  19.5;   1.5; 248.20;    9;    36.5;   12.2;eor
       4931;20120601;20120630;   10;  5.39;  17.51;   22.85;   11.97;    2.03;  31.0;  24.0;   7.0; 204.10;    9;   104.5;   33.0;eor
       4931;20120701;20120731;   10;  5.04;  18.50;   23.30;   13.66;    1.90;  33.5;  16.1;   7.9; 218.90;    9;    67.8;   12.6;eor
       4931;20120801;20120831;   10;  4.39;  20.29;   26.34;   14.05;    1.65;  35.2;  13.4;   9.7; 256.20;    9;    56.3;   18.6;eor
       4931;20120901;20120930;   10;  4.46;  14.71;   20.90;    8.81;    1.63;  29.3;  18.2;   2.7; 203.30;    9;    47.5;   13.0;eor
       4931;20121001;20121031;   10;  5.51;   9.44;   14.53;    4.75;    1.52;  23.5;  20.0;  -4.9; 126.90;    9;    51.5;    8.7;eor
       4931;20121101;20121130;   10;  6.69;   5.88;    9.28;    2.67;    1.67;  17.5;  14.6;  -3.0;  65.10;    9;   111.2;   31.9;eor
       4931;20121201;20121231;   10;  6.37;   2.40;    5.45;   -0.79;    2.10;  16.1;  22.3; -13.3;  64.00;    9;    70.2;   13.4;eor
       4931;20130101;20130131;   10;  7.08;   1.26;    3.44;   -1.10;    1.97;  15.2;  19.7;  -5.7;  31.80;    9;    19.6;    3.1;eor
       4931;20130201;20130228;   10;  6.88;  -0.72;    1.62;   -3.30;    2.07;   8.6;  18.2; -11.8;  35.60;    9;    54.0;   23.8;eor
       4931;20130301;20130331;   10;  5.97;   2.24;    6.30;   -1.82;    2.00;  18.2;  14.5;  -8.2; 119.20;    9;    28.0;    5.6;eor
       4931;20130401;20130430;   10;  6.28;   9.34;   13.79;    5.22;    2.23;  25.3;  15.8;  -3.2; 123.10;    9;    53.7;   25.8;eor
       4931;20130501;20130531;   10;  6.17;  11.57;   15.77;    7.27;    2.10;  23.0;  17.9;   0.8; 125.80;    9;   132.7;   29.0;eor
       4931;20130601;20130630;   10;  5.33;  16.68;   21.55;   11.53;    2.13;  33.8;  20.0;   7.2; 220.20;    9;    65.5;   13.7;eor
       4931;20130701;20130731;   10;  3.53;  20.89;   26.63;   14.66;    1.84;  34.8;  19.4;   8.4; 326.10;    9;    78.0;   24.2;eor
       4931;20130801;20130831;   10;  4.50;  18.61;   24.10;   12.99;    1.71;  34.8;  20.5;   8.7; 240.00;    9;    58.9;   20.5;eor
       4931;20130901;20130930;   10;  5.48;  14.50;   19.06;   10.32;    1.77;  29.0;  16.9;   5.0; 146.00;    9;    52.3;   14.8;eor
       4931;20131001;20131031;   10;  5.82;  11.14;   15.77;    6.98;    1.61;  22.3;  18.6;  -1.4; 118.20;    9;    67.3;   20.3;eor
       4931;20131101;20131130;   10;  6.63;   4.80;    7.13;    2.11;    2.10;  16.3;  16.3;  -4.6;  49.20;    9;    59.1;   19.4;eor
       4931;20131201;20131231;   10;  5.19;   2.75;    6.94;   -0.92;    1.68;  14.1;  18.8;  -6.1; 110.20;    9;    41.7;   16.8;eor
       4931;20140101;20140131;   10;  6.06;   3.40;    6.65;   -0.05;    1.58;  15.1;  18.5;  -3.8;  66.60;    9;    43.9;    6.1;eor
       4931;20140201;20140228;   10;  5.63;   4.58;    8.93;    0.07;    1.82;  13.6;  17.7;  -4.4;  93.70;    9;    37.2;   10.4;eor
       4931;20140301;20140331;   10;  3.89;   7.91;   14.19;    1.50;    1.87;  22.0;  16.0;  -2.0; 218.40;    9;     9.5;    3.6;eor
       4931;20140401;20140430;   10;  5.40;  11.65;   16.90;    6.06;    1.97;  23.7;  16.1;  -1.1; 178.60;    9;    36.3;   20.7;eor
       4931;20140501;20140531;   10;  5.56;  13.15;   18.06;    7.90;    2.23;  27.6;  20.1;   2.6; 199.00;    9;    49.0;   13.3;eor
       4931;20140601;20140630;   10;  4.27;  17.94;   23.84;   11.44;    2.00;  34.6;  16.5;   6.6; 281.80;    9;    44.8;   13.0;eor
       4931;20140701;20140731;   10;  5.45;  19.38;   24.25;   14.39;    1.84;  33.1;  19.4;   9.1; 203.00;    9;   179.0;   31.9;eor
       4931;20140801;20140831;   10;  5.57;  16.61;   21.24;   12.26;    1.74;  28.1;  18.7;   7.0; 178.60;    9;   107.3;   26.7;eor
       4931;20140901;20140930;   10;  5.48;  15.26;   19.99;   11.03;    1.47;  25.1;  13.9;   3.7; 145.90;    9;    45.3;   15.4;eor
       4931;20141001;20141031;   10;  5.41;  12.34;   17.45;    8.02;    1.55;  26.3;  29.0;   2.1; 125.10;    9;    51.6;   24.3;eor
       4931;20141101;20141130;   10;  6.48;   6.77;   10.47;    3.57;    1.50;  19.6;   7.9;  -0.2;  85.00;    9;    52.2;   17.4;eor
       4931;20141201;20141231;   10;  7.04;   3.61;    5.80;    0.76;    2.03;  12.5;  16.6; -13.5;  21.90;    9;    41.1;    8.4;eor
       4931;20150101;20150131;   10;  6.70;   2.55;    5.20;   -0.31;    2.16;  14.5;  20.5;  -6.0;  49.40;    9;    64.7;   13.5;eor
       4931;20150201;20150228;   10;  5.19;   0.34;    4.21;   -3.30;    1.96;  13.2;  15.6; -10.0;  99.00;    9;    15.1;    7.0;eor
       4931;20150301;20150331;   10;  4.94;   6.19;   11.57;    0.51;    2.39;  18.6;  28.3;  -3.7; 170.90;    9;    22.4;    7.7;eor
       4931;20150401;20150430;   10;  4.61;   9.92;   15.72;    3.17;    2.30;  25.2;  24.2;  -3.3; 240.80;    9;    27.7;    8.2;eor
       4931;20150501;20150531;   10;  5.97;  14.09;   18.96;    8.55;    2.10;  29.2;  18.0;   2.7; 178.00;    9;    67.1;   16.6;eor
       4931;20150601;20150630;   10;  5.28;  17.68;   22.71;   12.29;    2.00;  31.3;  18.0;   7.5; 203.60;    9;    80.6;   27.1;eor
       4931;20150701;20150731;   10;  3.94;  21.97;   27.94;   15.21;    2.23;  36.6;  23.1;   7.7; 275.10;    9;    29.3;   16.3;eor
       4931;20150801;20150831;   10;  4.25;  21.10;   27.63;   14.96;    1.71;  37.0;  14.7;   8.7; 246.80;    9;    39.7;    8.3;eor
       4931;20150901;20150930;   10;  4.99;  13.83;   18.83;    8.88;    1.90;  26.9;  17.0;   3.8; 136.90;    9;    20.6;    4.9;eor
       4931;20151001;20151031;   10;  5.96;   9.18;   13.33;    5.20;    1.55;  21.8;  12.3;   0.3;  74.30;    9;    19.1;    5.3;eor
       4931;20151101;20151130;   10;  5.44;   7.82;   12.54;    3.62;    2.10;  20.5;  22.1;  -6.1; 101.80;    9;    73.8;   45.4;eor
       4931;20151201;20151231;   10;  4.83;   5.81;   10.78;    1.17;    1.52;  15.4;  17.1;  -4.5; 123.80;    9;    27.9;    8.8;eor
       4931;20160101;20160131;   10;  6.05;   2.59;    6.09;   -0.93;    1.87;  16.0;  18.9; -10.7;  71.20;    9;    59.9;   10.2;eor
       4931;20160201;20160229;   10;  6.64;   4.38;    7.63;    1.27;    2.59;  15.7;  28.1;  -4.6;  52.10;    9;    50.0;   10.1;eor
       4931;20160301;20160331;   10;  5.50;   4.74;    8.96;    0.93;    2.32;  19.8;  18.9;  -4.3; 113.60;    9;    37.1;    9.8;eor
       4931;20160401;20160430;   10;  5.89;   8.86;   13.34;    4.18;    2.13;  20.2;  15.8;  -1.3; 135.80;    9;    55.1;   14.3;eor
       4931;20160501;20160531;   10;  5.37;  13.58;   18.47;    8.48;    2.32;  26.8;  17.0;   3.6; 192.60;    9;    84.5;   41.4;eor
       4931;20160601;20160630;   10;  5.60;  17.36;   22.13;   12.78;    1.83;  32.8;  19.2;   8.0; 167.90;    9;   101.1;   38.3;eor
       4931;20160701;20160731;   10;  4.79;  20.00;   25.17;   14.29;    1.94;  33.2;  18.3;   8.6; 256.30;    9;    44.9;    9.1;eor
       4931;20160801;20160831;   10;  3.80;  19.35;   25.39;   13.17;    1.81;  33.2;  14.6;   6.9; 250.00;    9;    46.8;   22.1;eor
       4931;20160901;20160930;   10;  3.86;  17.44;   23.56;   11.56;    1.67;  31.5;  14.9;   4.7; 222.30;    9;    31.7;   12.1;eor
       4931;20161001;20161031;   10;  5.87;   8.98;   13.32;    5.00;    1.71;  20.3;  12.2;  -0.2;  94.90;    9;    53.1;   21.1;eor
       4931;20161101;20161130;   10;  6.11;   4.47;    8.02;    1.05;    1.80;  16.2;  16.3;  -7.1;  66.50;    9;    45.2;    8.6;eor
       4931;20161201;20161231;   10;  4.54;   1.08;    5.45;   -3.01;    1.42;  10.7;  11.0;  -7.9; 120.80;    9;     5.5;    2.0;eor
       4931;20170101;20170131;   10;  5.35;  -2.82;    0.92;   -6.26;    1.87;   7.1;  24.4; -13.9;  92.00;    9;    24.3;    5.9;eor
       4931;20170201;20170228;   10;  5.51;   4.19;    8.69;   -0.14;    2.00;  17.6;  23.3;  -5.5; 103.40;    9;    24.9;    6.0;eor
       4931;20170301;20170331;   10;  5.25;   8.31;   13.81;    2.91;    2.26;  24.3;  19.0;  -2.1; 183.30;    9;    47.8;   11.3;eor
       4931;20170401;20170430;   10;  5.11;   8.55;   13.83;    3.18;    2.17;  23.8;  15.4;  -2.8; 192.90;    9;    38.7;   12.2;eor
       4931;20170501;20170531;   10;  4.98;  14.83;   20.18;    8.88;    1.84;  31.0;  11.7;   0.8; 236.70;    9;    83.5;   26.2;eor
       4931;20170601;20170630;   10;  4.45;  19.90;   25.54;   13.39;    2.30;  33.7;-999;   5.9; 304.30;    9;    97.4;   35.8;eor
       4931;20170701;20170731;   10;  5.32;  19.72;   25.09;   14.52;    2.03;  32.9;  18.9;  10.2; 223.80;    9;   111.9;   21.9;eor
       4931;20170801;20170831;   10;  4.91;  19.49;   25.02;   14.25;    1.77;  31.6;  16.3;   9.0; 220.40;    9;    77.8;   16.9;eor
       4931;20170901;20170930;   10;  5.30;  13.22;   18.63;    8.39;    1.60;  24.0;  19.0;   3.1; 152.90;    9;    57.0;   13.5;eor
       4931;20171001;20171031;   10;  5.07;  11.21;   16.60;    6.43;    1.87;  23.7;  21.6;  -1.9; 146.60;    9;    44.1;   14.3;eor
       4931;20171101;20171130;   10;  6.75;   5.06;    8.45;    1.93;    1.97;  17.5;  20.2;  -3.4;  46.10;    9;    75.0;   16.5;eor
       4931;20171201;20171231;   10;  6.67;   2.72;    5.20;    0.00;    2.29;  13.9;  25.0;  -4.0;  50.80;    9;    36.3;    6.5;eor
       4931;20180101;20180131;   10;  6.94;   5.02;    8.20;    1.83;    2.45;  14.4;  30.2;  -4.0;  45.40;    9;    84.8;   12.9;eor
       4931;20180201;20180228;   10;  5.89;  -0.98;    1.76;   -3.69;    2.32;   7.0;  14.7; -13.3;  87.90;    9;    15.6;    6.9;eor
       4931;20180301;20180331;   10;  6.04;   4.26;    8.72;   -0.36;    2.16;  14.8;  14.9;  -9.6; 125.70;    9;    18.4;    2.9;eor
       4931;20180401;20180430;   10;  4.75;  13.77;   20.24;    6.53;    2.07;  26.7;  19.5;  -0.5; 255.90;    9;    14.5;    6.3;eor
       4931;20180501;20180531;   10;  5.04;  16.38;   21.72;   10.86;    2.10;  28.9;  14.7;   5.7; 226.60;    9;    64.4;   15.6;eor
       4931;20180601;20180630;   10;  4.60;  18.82;   24.05;   13.26;    1.90;  29.3;  19.7;   7.0; 254.40;    9;    95.9;   47.1;eor
       4931;20180701;20180731;   10;  3.77;  21.31;   27.29;   14.71;    1.90;  35.3;  14.4;  10.6; 302.80;    9;    25.3;    8.2;eor
       4931;20180801;20180831;   10;  4.41;  21.20;   27.45;   15.06;    1.94;  34.1;  22.3;   6.1; 249.50;    9;    43.8;   13.7;eor
       4931;20180901;20180930;   10;  4.16;  16.18;   23.03;    9.70;    1.80;  30.6;  27.6;   1.3; 251.00;    9;    37.5;   20.1;eor
       4931;20181001;20181031;   10;  4.51;  11.26;   17.28;    5.77;    1.74;  25.6;  16.8;  -0.6; 177.10;    9;    26.9;   12.5;eor
       4931;20181101;20181130;   10;  5.51;   5.43;    9.80;    1.37;    1.60;  17.4;  12.3;  -4.4;  97.20;    9;    13.2;    4.6;eor
       4931;20181201;20181231;   10;  6.94;   3.99;    6.56;    1.24;    2.23;  14.2;  24.7;  -5.0;  34.50;    9;    66.0;   16.3;eor
       4931;20190101;20190131;   10;  6.84;   0.62;    2.91;   -2.28;    2.48;   7.9;  19.7;  -8.8;  38.90;    9;    66.7;   17.0;eor
       4931;20190201;20190228;   10;  4.23;   4.34;   11.01;   -1.43;    1.75;  19.8;  22.8;  -6.3; 174.70;    9;    12.5;    4.5;eor
       4931;20190301;20190331;   10;  5.02;   7.44;   12.42;    2.25;    2.61;  18.8;  27.4;  -3.4; 180.80;    9;    48.1;    9.3;eor
       4931;20190401;20190430;   10;  5.01;  10.09;   15.63;    4.14;    2.20;  25.3;  21.1;  -0.4; 186.00;    9;    23.8;    5.5;eor
       4931;20190501;20190531;   10;  5.51;  11.51;   16.39;    6.26;    2.19;  23.2;  20.6;   0.3; 186.00;    9;   131.7;   28.7;eor
       4931;20190601;20190630;   10;  3.97;  20.07;   26.08;   13.33;    1.87;  35.4;  22.6;   7.2; 306.50;    9;    63.4;   20.0;eor
       4931;20190701;20190731;   10;  4.91;  20.45;   26.23;   14.39;    2.00;  36.5;  15.1;   7.3; 284.30;    9;    59.8;   14.5;eor
       4931;20190801;20190831;   10;  4.35;  19.70;   25.78;   13.65;    1.48;  32.8;  16.6;   8.5; 247.20;    9;    81.7;   40.1;eor
       4931;20190901;20190930;   10;  5.06;  15.03;   20.31;    9.38;    1.83;  26.4;  17.7;   2.6; 191.80;    9;    39.4;   12.3;eor
       4931;20191001;20191031;   10;  5.71;  11.54;   16.60;    6.70;    1.81;  26.1;  14.9;   1.0; 130.50;    9;    58.6;   10.6;eor
       4931;20191101;20191130;   10;  6.61;   5.10;    8.59;    1.43;    1.80;  17.9;  15.3;  -3.3;  60.00;    9;    33.4;   13.9;eor
       4931;20191201;20191231;   10;  5.40;   3.38;    7.22;   -0.45;    1.84;  13.9;  20.1;  -6.8; 110.80;    9;    42.5;    7.6;eor
       4931;20200101;20200131;   10;  5.29;   2.96;    7.19;   -1.45;    1.68;  14.6;  24.4;  -7.9; 103.40;    9;    14.0;    6.5;eor
       4931;20200201;20200229;   10;  5.80;   5.80;   10.58;    1.24;    2.83;  18.7;  29.2;  -5.6; 116.00;    9;    86.8;   15.1;eor
       4931;20200301;20200331;   10;  4.33;   5.98;   11.23;    0.75;    2.52;  19.0;  20.9;  -4.3; 203.10;    9;    50.5;   15.2;eor
       4931;20200401;20200430;   10;  2.47;  11.81;   19.09;    3.85;    2.10;  23.2;  14.9;  -4.3; 308.30;    9;    14.9;    5.8;eor
       4931;20200501;20200531;   10;  4.25;  13.24;   19.16;    6.32;    2.10;  26.0;  19.2;   0.3; 272.10;    9;    52.1;   24.7;eor
       4931;20200601;20200630;   10;  5.20;  16.75;   21.86;   11.59;    1.97;  28.5;  15.6;   8.1; 198.10;    9;   117.1;   24.7;eor
       4931;20200701;20200731;   10;  3.88;  19.83;   25.95;   12.70;    2.06;  34.9;  15.4;   8.0; 320.00;    9;    35.8;   17.5;eor
       4931;20200801;20200831;   10;  4.35;  20.49;   26.49;   14.29;    1.84;  34.6;  17.8;   8.2; 233.30;    9;    93.2;   16.5;eor
       4931;20200901;20200930;   10;  4.28;  15.98;   22.12;   10.18;    1.50;  29.6;  17.0;   2.8; 213.20;    9;    24.2;   15.1;eor
       4931;20201001;20201031;   10;  6.49;  10.17;   14.34;    5.97;    1.71;  21.5;  16.3;   0.0;  86.40;    9;    46.8;    6.3;eor
       4931;20201101;20201130;   10;  4.63;   5.97;   11.09;    1.22;    1.47;  21.1;  14.9;  -5.5; 139.10;    9;    17.2;    7.5;eor
       4931;20201201;20201231;   10;  6.78;   3.28;    6.23;    0.33;    1.58;  15.0;  16.6;  -4.0;  43.80;    9;    40.0;    7.5;eor
       4931;20210101;20210131;   10;  7.03;   1.24;    3.42;   -1.47;    2.00;  13.4;  17.8;  -8.9;  43.80;    9;    54.5;    8.9;eor
       4931;20210201;20210228;   10;  4.76;   3.45;    9.14;   -1.68;    1.82;  20.1;  16.1; -14.4; 135.00;    9;    41.5;    9.6;eor
       4931;20210301;20210331;   10;  5.06;   5.27;   10.85;   -0.12;    2.13;  23.7;  22.1;  -6.8; 173.40;    9;    28.8;    7.0;eor
       4931;20210401;20210430;   10;  4.72;   7.16;   12.70;    0.99;    2.10;  23.3;  18.9;  -3.7; 206.50;    9;    35.1;   12.1;eor
       4931;20210501;20210531;    3;  5.86;  11.14;   16.08;    6.15;    2.29;  28.4;  22.8;  -0.4; 184.70;    9;    68.1;   13.9;eor
